latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15
0.0008864681,0.00068247074,-0.00042229958,5.628378e-05,-0.0006968359,0.00022410907,-0.0003188488,-0.00038967733,-0.0004451925,-0.00029442503,-0.00042769077,0.0005133081,0.00019736096,-0.00021107063,0.0010346422,0.0005156968
-0.0005921209,0.0007738464,-0.0009976676,-0.0007503661,7.9713354e-05,-0.00032330773,-0.0005331237,0.0006832068,-0.000281937,-0.00042329935,-0.00032878297,6.3687257e-06,-0.0006167279,-0.0006090911,0.00016036455,-5.889136e-05
-0.0010396054,-0.00063805253,-0.00050663267,0.00027117485,6.075316e-05,0.0008531067,-0.0009074712,8.114835e-05,-0.0004947176,0.0005372007,0.00010291459,0.00040146473,0.0003108991,-0.0005350252,-0.00018194644,0.0001574348
2.5566773e-05,0.00018623541,-2.812118e-05,0.0005619795,-0.00038938524,-4.807673e-05,-0.00026139116,0.0008672625,-0.0005241039,0.0010422816,-0.0009536851,-0.00014497912,-6.4321364e-05,0.00083289825,-0.00016000055,-6.2336774e-05
0.00022769842,-0.0004901506,-0.00026049025,0.0002232007,-0.00021622925,-0.0012255794,-0.00091181917,-0.000112144975,-0.000393098,0.00020368851,0.00031245244,0.000308898,-0.00013706167,-4.7514684e-05,0.00041619045,-0.0009964507
0.00013552546,0.0006272519,-0.00057438243,-0.00030143137,0.00089396053,-0.00015941475,-2.3981685e-05,-0.00052257936,0.00028802385,0.0013637439,0.0006483838,0.00018622249,0.00022571065,-3.067197e-05,0.00038680056,6.8199966e-05
-0.00030983207,0.0010074008,0.0007488074,0.00028213073,0.0005022676,-0.000309474,-0.0003595175,-0.00011893053,-0.0003586238,0.00017695347,0.00036373656,0.0007552421,-0.0010069626,0.00023015945,0.00025986365,0.0005323692
-0.00035717004,-0.0006132574,0.00011836253,-7.095303e-05,-0.00034113924,-0.00047965415,-0.00041008406,-0.0004523616,0.0011848722,0.00018662812,-0.00065121794,0.0006240767,-0.0005347663,0.0004200916,8.472343e-05,0.00085832796
-0.0001469008,0.0005439211,0.00075091555,-0.0006289979,-0.00050678075,0.0003621981,-0.0004240589,0.0006329525,0.0010959868,0.00027838215,-0.00024309663,7.683323e-05,0.00011655733,-0.00045567084,9.039912e-05,-0.0006719775
-0.00029914043,-0.0007636546,-0.00020413815,0.00027979352,-0.0010046444,0.00018647175,0.00040009493,0.0010217223,4.0544446e-06,-0.0009965681,-0.0004494846,-0.0002711176,0.00035123044,-0.00022370448,-8.567564e-05,-0.0002671752
-0.00012979812,-7.167603e-05,-0.00043888533,-0.00044280017,-0.00027894604,0.0008148694,0.0010304708,0.0006721026,9.055435e-06,0.00024998974,0.00030477194,0.0012314589,-0.0004033526,0.00021078442,0.00015875594,-2.1013802e-05
0.00034551098,-0.0002304222,-5.862405e-05,-0.00029938624,0.0003369775,0.00084092905,-0.00017959141,-7.0408176e-05,-0.00042394316,-0.0002565775,-7.773697e-06,-8.9036825e-05,-0.0007283719,0.0009997207,5.776276e-05,-0.0012347321
0.00071126723,-0.00045639923,0.001361343,0.00040106103,0.00020912787,0.0007579378,0.00013694496,-0.000311778,0.0003047363,0.00033619377,0.0005341353,0.0002534366,0.0003331028,0.00053007,4.27161e-05,-2.378213e-05
-6.206261e-05,7.850082e-05,0.00071590586,-0.00029239405,-0.00072450767,-0.0006085777,0.000560538,-0.00019761498,-0.0006305213,0.00046126707,0.00021258446,0.0008552071,0.0008419095,-0.00020102494,-0.0006302306,0.00031866165
-0.00031955124,0.00037656803,0.0004517506,-0.0006581236,8.742419e-05,0.00048248746,0.00016533003,-0.0008417019,-0.00021323253,-0.0013644403,0.000114849936,0.00046764006,-2.8286635e-05,-0.00014708098,-0.00059939665,-5.680078e-06
0.0006551151,-7.035231e-05,0.00014206949,0.00048998045,-0.0007193026,0.00017117089,-0.00040200583,-8.331545e-05,3.6985424e-05,-0.00026211815,6.739596e-05,4.559702e-05,-0.0012659645,-0.0005031058,-0.0011340172,-1.228672e-05
-0.00037427509,-7.936431e-06,-0.00014707084,0.000584856,-0.00058867724,-9.894406e-05,0.0011063834,-0.0006269993,5.306329e-05,0.00054095587,-0.00024111228,-0.00010582878,-0.0007637223,-0.0008317998,0.00045997265,-0.0002687823
3.2040112e-05,0.00019427756,-0.00042368937,0.0015346084,0.00051638717,-0.00036277468,0.00052465964,-0.00018712561,0.00077010744,-0.00030202878,3.078149e-06,0.0005472911,0.00021034383,0.00019353633,-9.350422e-05,-0.0002245004
0.0003723881,-0.0008236637,-0.00030581668,0.00011024394,0.0009510814,0.00041037833,-0.00030336645,-0.00016867527,0.00077434763,-0.0005621807,0.00028010688,-4.8584614e-05,-0.0005306932,-0.00080094684,0.0006721332,-2.3468165e-05
0.0007086062,-0.0008117357,-0.0007476329,-0.0004819238,-0.00014793486,0.00034075978,0.0002578814,-0.00084797305,0.00016259676,0.00036389683,-0.0005151324,-0.00031851878,0.00065440906,-0.00023889865,-0.00057999545,-6.844666e-05
-0.00025453136,-5.9967355e-05,0.00032620554,0.0004720622,0.000119801145,-0.00011386473,-0.0007697,-0.0011165879,-0.00045679387,-0.00026995532,-0.00072724605,-0.0011489671,-0.00023825915,0.00023838379,-1.28578195e-05,0.00023646193
0.0002128787,-0.00051337405,-0.0006307785,0.00048053137,0.00070129446,-0.00014375454,0.0007359667,-8.805755e-06,-0.001324052,-0.0002887046,0.00021399313,-0.00022354955,-0.00023146838,0.0002968121,-9.0019734e-05,0.00073617435
